番号,単語,意味
4182,riot,暴動、騒動、暴動を起こす、浮かれ騒ぐ
4183,rip,引き裂く、裂ける
4184,ripe,熟した、期が熟した、円熟した
4185,ripen,成熟する
4186,rise,上昇、増加、上がる、起きる、出世する
4187,risk,危険(性)、危険にさらす、あえて～する
4188,risky,危険な
4189,rite,儀式
4190,ritual,儀式、日常の習慣的行為
4191,rival,競争相手、ライバル、匹敵する、互角に戦う
4192,rivalry,ライバル意識、競争
4193,road,道路
4194,roam,歩き回る、放浪
4195,roar,うなる、ほえる、どなる、大声で叫ぶ
4196,rob,～から…を奪う
4197,robbery,強盗(事件)
4198,robust,強力な、健全な、頑丈な
4199,role,役割、任務、（役者の）役
4200,roll,転がる、を転がす、を丸める
4201,romantic,空想的な、恋愛の、ロマン派の
4202,roof,屋根
4203,room,空間、場所、可能性、余地、余裕、部屋
4204,root,定着している、根付かせる、根拠、源
4205,rope,なわ、秘訣
4206,roster,名簿
4207,rot,腐る、堕落する、腐らせる、堕落させる、腐敗、悪化
4208,rotate,回転する、循環する、を回転させる
4209,rotten,腐った、不快な、堕落した
4210,rough,ざらざらした、大ざっぱな、おおまかな乱暴な
4211,roughly,おおよそ、乱暴に
4212,roundabout,遠回しの、婉曲な、回り道の
4213,route,道（筋）、路線、ルート、手段
4214,routine,決まり切った仕事、日課、いつもの手順
4215,routinely,いつものように、日常的に
4216,row,（横の）列、（船を）こぐ
4217,royal,王室の、王の、王立の、風格のある
4218,rub,こする、塗る
4219,rubber,(天然・合成の)ゴム
4220,rubbish,ごみ、つまらないもの
4221,rude,無礼な、粗野な
4222,ruin,破滅させる、台無しにする、破滅、廃墟、遺跡
4223,rule,規則、支配、支配する
4224,rumor,噂、風評
4225,run,走る、流れる、立候補する、運営する
4226,runway,滑走路
4227,rural,田舎の、田園の
4228,rush,急いで行く、せきたてる、忙しさ
4229,Russian,ロシア人〔語〕、ロシア（人、語）の
4230,rust,さび
4231,rusty,さびた
4232,ruthless,無慈悲な、断固とした、無茶な
4233,sacred,神聖な、宗教的な、厳粛な
4234,sacrifice,犠牲(的行為)、を犠牲にする
4235,sadness,悲しみ
4236,safari,サファリ
4237,sail,航行する、帆、航海
4238,saint,聖人、聖人のような人
4239,sake,〔for the sake ofで〕～のために、～に免じて
4240,salary,（月々の）給料
4241,sale,販売、（複数形で）売上高、特売
4242,salmon,サケ
4243,salute,敬礼する
4244,salvation,救済
4245,sample,サンプル、見本
4246,sanction,認める、許可する、認可、承認
4247,sanctuary,自然保護区
4248,sane,正気の、まともな、理にかなった
4249,sanitation,公衆衛生（学）、下水［衛生］設備
4250,satellite,衛星、人工衛星、衛星国家
4251,satisfaction,満足
4252,satisfy,満足させる、果たす、合致する、こたえる
4253,saturate,すっかりぬらす・満たす
4254,Saturn,土星
4255,savage,凶暴な、手厳しい、残酷(残忍)な人、不作法者
4256,save,救う、たくわえる、省く、節約する、保護する
4257,saving,節約、倹約、預金(額)、蓄え
4258,say,例えば
4259,scale,規模、段階、等級、縮尺、登る、はかる
4260,scam,詐欺、ぺてん
4261,scan,細かく調べる、ざっと見る、検査をする、綿密な検査
4262,scandal,スキャンダル、不正行為
4263,scant,乏しい、足りない
4264,scanty,不十分な
4265,scarce,乏しい、不十分な、少ない、不足した
4266,scarcely,ほとんど～ない
4267,scarcity,不足、欠乏
4268,scare,おびえさせる、脅す
4269,scatter,まき散らす分散する散布
4270,scenario,（予想される）筋書き、事態、脚本
4271,scene,場面、現場、眺め、光景、大騒ぎ
4272,scenery,景色、背景
4273,scenic,景色の良い
4274,scent,（快い）香り、手掛かり
4275,schedule,スケジュール、を予定する
4276,scheme,計画、悪だくみ、たくらむ
4277,scholar,"学者, 奨学生"
4278,scholarship,奨学金、学識
4279,scientific,科学的な、（自然）科学の
4280,scold,しかる
4281,scope,(活動などの)範囲、領域、機会
4282,score,（試合・試験の）得点、楽譜、得点する
4283,scorn,軽蔑、を軽蔑する、(軽蔑して)拒絶する
4284,scramble,[自] 急いで動く
4285,scrap,中止する、スクラップにする、切れ端
4286,scrape,(泥・ペンキ・さびなど)をこすり取る、の表面をこする
4287,scratch,ひっかく、はがし取る、線を引いて消す
4288,scream,(驚き・恐怖で)金切り声を出す、金切り声
4289,screaming,悲鳴をあげる
4290,script,文字〔体系〕、脚本、手書き、筆跡
4291,scrounge,あさり回る、くすねる、ねだる、せびる
4292,scrub,磨く
4293,scrutinize,～を綿密に調べる
4294,scrutiny,精査；監視
4295,sculpture,彫刻、彫刻作品、～を彫刻する、彫刻する
4296,scurvy,壊血病
4297,seabed,海底
4298,seal,密閉する、に封をする
4299,seamless,とぎれない、円滑な、継ぎ目のない
4300,search,探す、探求
4301,seasonal,季節の、季節的な
4302,seat,（be seated）座っている
4303,secluded,人里離れた
4304,second,二番目の、秒、(-s)おかわり
4305,secondhand,間接
4306,second-hand,間接の、また聞きの、中古の
4307,secret,秘密、秘訣、秘密の
4308,secretary,秘書、【米】長官、【英】大臣
4309,section,部分、区分、階級、（本などの）節
4310,sector,部門、分野、一部の集団
4311,secure,安全な、安心な、確保された、確保する
4312,security,安全、警備
4313,seed,種（種）をまく
4314,seek,捜し求める、～しようと努める
4315,seem,～のように思われる、見える
4316,seemingly,うわべは、見たところは
4317,segment,切片、部分、を分ける
4318,segregate,隔離する、分離〕する、隔離政策をとる
4319,seize,つかみ取る、差し押さえる、理解する、[受け身で]襲われる
4320,seldom,めったに～ない
4321,select,選ぶ、選り抜きの
4322,selective,選択的な
4323,self,自己
4324,self-esteem,自尊心
4325,selfish,利己的な
4326,sell,～を売る、売れる
4327,semester,(2学期制の)学期
4328,Senate,上院
4329,senator,上院議員
4330,senior,上位の、年上の、先輩の、年長者、最上級生
4331,sensation,大評判、物議、感覚
4332,sense,感覚、判断力、良識、正気、意識、意味
4333,sensible,賢明な、実用的な、顕著な
4334,sensitive,敏感な、神経質な、微妙な
4335,sensitivity,感じやすさ
4336,sensory,感覚の
4337,sentence,判決を宣言する、刑に処す、文、判決
4338,sentiment,感情、感想、感傷
4339,separate,分ける、離れた
4340,separation,分離
4341,sequel,続編、結果
4342,sequence,連続（するもの）、結果
4343,serene,穏やかな、平静な、(空が)澄みきった
4344,serial,連続した
4345,series,連続、シリーズもの
4346,serious,本気の、まじめな、重大な、深刻な
4347,sermon,（教会で行われる）説教
4348,servant,召使い
4349,serve,かなう、仕える、供給する、(食事など)を出す
4350,service,業務、奉仕、（バスなどの）便、公益事業
4351,session,集まり、（議会の）会期、（開会中の）議会
4352,set,設定する、置く、定める、ひとまとまり
4353,setback,(進歩・発展の)妨げ、支障
4354,setting,環境，状況；（小説，劇，機械などの）設定，舞台
4355,settle,落ち着く、定住する、を解決する、を決める
4356,settlement,開拓地、解決、合意
4357,settler,入植者、移民
4358,several,いくつかの、それぞれの、いろいろな
4359,severe,（人・規律・事態・天気などが）厳しい、猛烈な
4360,severely,ひどく、厳しく、激しく
4361,sew,縫う、ミシンをかける
4362,sewage,下水
4363,sewer,下水道
4364,sex,性(別)
4365,shabby,ぼろぼろの、みすぼらしい
4366,shade,陰、明暗・濃淡の度合い、わずかな違い
4367,shadow,影
4368,shake,揺れる、を揺り動かす
4369,shallow,浅い、浅薄な
4370,shame,恥、（a～）残念なこと
4371,shape,状態、（体）形
4372,share,共有する、分配する、分担する、割り当て、分け前
4373,shark,サメ
4374,sharp,利口な、聡明な、良く切れる、急激な
4375,sharply,急速に
4376,shatter,粉々に割る、打ち砕く、害する、粉々になる
4377,shed,(光など)を当てる、落とす、流す、小屋
4378,sheep,ヒツジ（複数形も同形）
4379,sheer,まったくの、険しい、まったく、垂直に
4380,sheet,１枚の紙、シーツ
4381,shelf,棚
4382,shell,（貝）殻
4383,shellfish,貝、甲殻類
4384,shelter,避難所、住まい、保護する、住まわせる
4385,shield,盾、防御物
4386,shift,変える、移る、変化、移動、交替（制）
4387,shine,磨く、照らす、輝く、光沢
4388,ship,を出荷する、を輸送する
4389,shipping,発送
4390,shipwreck,難破船
4391,shiver,(寒さなどで)身震いする
4392,shock,衝撃、に衝撃を与える
4393,shoot,撃つ
4394,shore,（海・湖・広い河川の）岸
4395,short,短い、不足して、背が低い、簡潔な
4396,shortage,不足
4397,shortcoming,欠点、短所
4398,shortfall,不足
4399,shorthand,簡潔な言い方、速記
4400,short-tempered,短気な
4401,shoulder,肩
4402,shout,大声で言う、叫ぶ、叫び
4403,shove,押す
4404,showdown,最後の対決
4405,shred,一片、断片
4406,shrewd,抜け目のない、（洞察などが）鋭い
4407,shriek,金切り声をあげる、甲高い声で言う、鋭い音
4408,shrine,神社、祭壇
4409,shrink,縮む、しりごみする、を縮める
4410,shrug,肩をすくめる
4411,shudder,身震いする、身震い、震え
4412,shun,避ける
4413,shuttered,シャッターの閉まった[付いた]
4414,shuttle,定期往復バス[列車、飛行機]
4415,shy,内気な、恥ずかしがりの
4416,sibling,きょうだい（の1人）
4417,sidewalk,歩道
4418,sigh,ため息(をつく)
4419,sight,光景、名所、見ること、視野、視力
4420,sign,署名する、合図する、記号、兆候、合図、標識
4421,signal,合図、信号（機）、に合図する
4422,signature,署名、特徴
4423,significance,意義、重要性
4424,significant,重要な、重大な、意義深い
4425,significantly,著しく、意味ありげに
4426,signify,を意味する；重要である
4427,silence,沈黙、静けさ
4428,silly,愚かな、バカバカしい
4429,similar,似ている、類似した、同様の
4430,simmer,(煮立たない程度に)こことこ煮える[≒boil gently]
4431,simple,単純な、質素な
4432,simplify,を簡単にする
4433,simply,ただ単に、簡単に、まったく、非常に
4434,simulate,模擬実験する、装う、まねる
4435,simultaneous,"同時の, 同時に起こる"
4436,simultaneously,同時に、一斉に
4437,sin,(道徳・宗教上の)罪
4438,sincere,正直な、心からの、偽りのない、誠実な、真剣な
4439,sincerity,誠実
4440,single,ただ１つの、個々の、独身の、１人用の
4441,singular,非凡な、まれにみる、単数の、別々の
4442,sinister,邪悪な、不吉な
4443,sink,沈む、崩れ落ちる、沈める
4444,sinking,沈む
4445,sip,一口飲む
4446,site,用地、場所、跡地、ウェブサイト
4447,situation,位置、立場、状態、きわどい場面
4448,sizzle,ジュージューと音を立てる
4449,skeleton,骨格、骨組み、概略
4450,skeptical,懐疑的な
4451,sketch,概要を述べる、スケッチする、概略
4452,skill,技能、技術
4453,skillful,熟練した、巧みな
4454,skin,皮膚、皮
4455,skip,跳ねまわる、軽く跳び越える、省く、省略
4456,skull,頭骨、頭蓋骨、頭脳
4457,skyscraper,超高層ビル
4458,slack,たるんだ、(商売などが)不活発な
4459,slam,バタンと閉める、酷評する
4460,slang,俗語
4461,slant,傾く
4462,slap,ぴしゃりとたたく、ぴしゃりと打つこと[音]、非難
4463,slaughter,虐殺する、虐殺
4464,slave,奴隷、とらわれている人
4465,slavery,奴隷制度、苦役
4466,slender,ほっそりした、わずかな
4467,slide,すべる[すべらせる]（こと）
4468,slight,わずかな、ほっそりした、取るに足らない
4469,slightly,わずかに
4470,slip,滑る、滑り落ちる、そっと動く
4471,slog,つらい仕事、強行軍；苦労して進む
4472,slope,坂、勾配
4473,slow,遅い、遅れている、遅くする
4474,sluggish,停滞した
4475,slump,前かがみになる、どすんと落ちる、衰える、不調
4476,sly,ずる賢い
4477,smart,頭が良い、身なりがきちんとした
4478,smash,粉々にする、激しくぶつかる
4479,smell,においをかぐ、においがする、におい
4480,smoke,煙、タバコを吸う
4481,smooth,なめらかな、順調な、なめらかにする
4482,smoothly,順調に、滑らかに
4483,smuggle,[他] ～を密輸する
4484,smuggler,密輸業者
4485,snap,パチンと鳴らす、ポキッと折る[折れる]
4486,snatch,ひったくる
4487,sneak,こっそり動く
4488,sneer,冷笑する
4489,sneeze,くしゃみをする
4490,sniff,くんくん嗅ぐ
4491,snore,いびきをかく
4492,soak,浸す、染み込む、吸収する
4493,soar,急上昇する、舞い上がる
4494,soaring,急上昇する
4495,sob,むせび泣く、すすり泣き
4496,sober,酔っていない、節度のある、真面目な
4497,so-called,いわゆる、世間でいう
4498,social,社交的な、社会の、社会的な
4499,socialism,社会主義
4500,socialize,社会に適合させる、付き合う
4501,society,社会、協会、団体
4502,socioeconomic,社会経済的な
4503,sociology,社会学
4504,sodium,ナトリウム、ソジウム
4505,soften,和らげる、柔らかくする、柔らかくなる
4506,software,ソフトウェア
4507,soil,土地、土壌
4508,solar,太陽の、太陽光線を利用した
4509,soldier,(陸軍の)軍人、兵士
4510,sole,唯一の、単独の、独占的な
4511,solemn,厳粛な、まじめな
4512,solid,固体、固体の、固い、しっかりした
4513,solitary,孤独な、ひとりだけの、唯一の
4514,solitude,ひとりでいること、孤独
4515,solstice,至、至点
4516,solve,解決する、解答する
4517,somebody,誰か、名のある人
4518,somehow,なんとかして、どういうわけか
4519,somewhat,いくぶん、多少
4520,somewhere,どこかで[へ]、およそ、ある場所
4521,sonar,音波探知機
4522,songbird,鳴き鳥
4523,soothe,なだめる、（苦痛を）和らげる
4524,sophisticated,洗練された、精巧な
4525,sophomore,(高校・大学の)二年生
4526,sore,痛い、悲しんだ、怒った
4527,sorrow,深い悲しみ
4528,sorrowful,悲観に暮れている、悲しい
4529,sort,分類する、えり分ける
4530,soul,魂、精神、人、情熱、本質的なもの
4531,sound,～に聞こえる、健全な、ぐっすりと、無事に
4532,sour,すっぱい、不愉快な、気むずかしい
4533,source,源、根源、出所、情報源
4534,south,南（の）
4535,souvenir,記念品、おみやげ
4536,sovereign,主権を有する、独立した、君主
4537,sow,（種）をまく
4538,soybean,大豆
4539,space,空間、場所、宇宙
4540,spacecraft,宇宙船
4541,spacious,広々とした、雄大な
4542,span,（時間の）長さ、期間
4543,spare,余分の、予備、（時間など）を割く、省く、惜しむ
4544,spark,火花、ひらめき、を引き起こす、火花を出す、輝く
4545,sparkle,火花を出す、輝く、火花、輝き
4546,sparrow,スズメ
4547,spatial,空間の、空間的な
4548,specialist,専門家
4549,specialize,専門とする、専攻する
4550,species,種（類）
4551,specific,特定の、明確な、具体的な、特有の
4552,specify,特定する
4553,specimen,標本、実例
4554,spectacle,壮観、見もの、惨状、(～s)眼鏡
4555,spectacular,壮観な、見ごたえのある
4556,spectator,（試合などの）観客
4557,spectrum,(変動する)範囲
4558,speculate,推測する、熟考する、投機をする
4559,speculation,推測、思索、投機
4560,spell,期間、短い時間、呪文、魔法
4561,spelling,つづり、語を正しくつづること[能力]
4562,spend,（時間）を費やす、（お金）を使う
4563,sperm,精子
4564,sphere,領域、球
4565,spill,こぼす
4566,spin,回転する、を回転させる、（糸）を紡ぐ
4567,spinal,脊椎の
4568,spine,背骨、脊柱
4569,spirit,霊、魂、精神、気分、気力
4570,spiritual,精神の）、霊的な
4571,spiteful,悪意のある
4572,spleen,脾臓
4573,splendid,すばらしい、豪華な
4574,splinter,とげ、破片
4575,split,分ける、分裂する、分裂、裂け目
4576,spoil,台無しにする、甘やかしてダメにする、戦利品
4577,sponsor,に資金を提供する、を後援する
4578,spontaneous,自発的な、任意の、無意識の、本能的な
4579,spot,点、場所、を見つける
4580,spotless,非の打ち所がない
4581,spouse,配偶者
4582,sprain,(足首・手首など)をくじく、を捻挫する
4583,sprawl,不規則に広がる、だらしなく手足を伸ばす
4584,spray,吹きかける、吹きつける
4585,spread,広げる、塗る、広がる、広がり、普及
4586,spring,泉、春、バネ
4587,sprout,発芽する
4588,spur,拍車をかける、駆り立てる
4589,square,正方形、四角（い広場）、正方形（四角）の
4590,squeeze,詰め込む、絞り出す、押し入る、席を詰める
4591,squid,イカ
4592,stability,安定、安定性
4593,stable,安定した、動じない
4594,stack,積み重ね、堆積、積む、積み重ねる
4595,staff,杖、棒、（集合的に）社員、職員、スタッフ
4596,stage,（発達の）段階、舞台
4597,stagger,ずらす、よろけさせる、動揺させる、よろける、よろめき
4598,stain,染料、しみ、きず
4599,stair,階段、(階段の)一段
4600,stake,利害関係、〔通例～s〕賭け金、杭
4601,stale,(食物などが)新鮮でない、(表現などが)陳腐な
4602,stalk,にこっそり近付く、の後をそっとつける、忍び寄る
4603,stall,露店、エンスト、失速
4604,stamina,スタミナ、持久力
4605,stance,立場、対処の姿勢
4606,standard,標準の、標準、基準
4607,standby,(いざというとき)頼りになるもの(人)、交替要因
4608,standpoint,観点、見地、立場
4609,standstill,停止、足踏み状態
4610,staple,主要な、主要産物〔商品〕
4611,stare,じっと見る(こと)
4612,startle,びっくりさせる
4613,starve,飢える、（～を）渇望する、を飢えさせる
4614,state,状態、国家、州、を述べる
4615,statement,声明、主張、明細書
4616,statesman,政治家
4617,static,活気のない、静的な、静電気の、雑音
4618,stationary,静止した
4619,statistic,統計
4620,statistics,統計（の数字）、統計学
4621,statue,像
4622,status,地位、身分、状況、高い社会的地位
4623,steady,しっかりした、固定した、変わらない、落ち着いた
4624,steal,（物）（こっそり）を盗む、（副詞句を伴って）そっと行く
4625,steam,蒸気
4626,steel,鋼鉄壁
4627,steep,（坂などが）急な、険しい、（値段が）法外
4628,steer,操縦する、進む、を運転する、を(ある方向に)向ける
4629,stem,生じる、由来する（from）、（草木の）茎（幹）
4630,step,一歩、足音、《～s》階段
4631,stereotype,固定観念、型にはまった人[物]、～を型にはめる
4632,sterile,殺菌した、不毛の、無益な
4633,stern,厳格な、いかめしい、断固とした
4634,stick,固執する、くっつく、刺さる、行き詰まる、棒きれ
4635,sticky,ねばねばの、粘着性の
4636,stiff,堅い、こわばった、断固とした、法外な
4637,stifle,抑える、押し殺す、止める、窒息死する、息が詰まる
4638,stigma,汚名
4639,still,じっとしている、静かな、まだ、それでも
4640,stimulate,刺激する、活気づける
4641,sting,刺す、刺すこと、痛み
4642,stingy,けちな、出し惜しみする、量がわずかな、少ない
4643,stir,かき混ぜる、奮起させる、駆り立てる、動く
4644,stock,株式、蓄え、在庫（品）、を貯蔵している
4645,stoically,冷静に
4646,stomach,胃、腹（部）
4647,stomachache,腹痛
4648,stopover,短期滞在（地）
4649,storage,保管、貯蔵(法)、収容力
4650,store,店、蓄える
4651,storm,嵐、荒天
4652,story,物語、～階建て
4653,stout,頑丈な
4654,straightforward,率直な、わかりやすい、まっすぐに
4655,strain,痛める、酷使する張り、緊張、ストレス
4656,strand,立ち往生させる
4657,stranger,知らない人、未経験者、不慣れな人
4658,strangle,(発展・活動など)を抑圧する、を窒息させる
4659,strategy,戦略、方策
4660,stray,横道へそれる、脱線する、道に迷った、はぐれた
4661,stream,小川、流れ
4662,streamline,[他] （作業・組織など）～を合理化する
4663,strength,強さ
4664,strengthen,を(より)強くする
4665,strenuous,激しい
4666,stress,強調する、ストレス、緊張、圧力、強調、重点
4667,stretch,伸ばす、及ぶ、伸びる、広がり、伸ばすこと
4668,strict,厳格な、厳密な、全くの、完全な
4669,strictly,厳格に、厳しく
4670,stride,大また、ひとまたぎ、大またに歩く、を大またで歩く
4671,strife,不和、口論
4672,strike,(考えなどが)心に浮かぶ、ぶつかる、打撃
4673,striking,いちじるしい
4674,string,ひと続き、ひも、糸
4675,strip,～から…をはぎ取る、裸にする、 衣服を脱ぐ
4676,strive,努力する、戦う
4677,stroke,脳卒中、打つこと、一撃
4678,stroll,ぶらぶら歩く、さまよう、をぶらつく、散歩
4679,structure,建物、構造、構成、組織、体系
4680,struggle,苦闘する、努力する、奮闘、努力
4681,stubborn,頑固な、強情な、手に負えない
4682,studio,スタジオ、放送室
4683,stuff,詰め込む材料、題材
4684,stumble,よろけながら歩く、つまずく
4685,stun,気絶させる、びっくり仰天させるを茫然とさせる
4686,stunned,あぜんとした
4687,stunt,妨げる
4688,stupid,愚かな、ばかな、ばかげた
4689,sturdy,頑丈な、たくましい、不屈の
4690,style,形式、型、文体
4691,subdue,征服する、おさえる、弱める
4692,subject,主題、国民、被験者、支配下にある、受けやすい
4693,subjection,服従 主観的
4694,subjective,主観的な
4695,sublime,荘厳な、崇高な
4696,submerge,水に浸す、潜水する
4697,submission,服従、提出
4698,submit,提出する、〔submit oneself〕服従する
4699,subordinate,従属している、下位の、二次的な、下位のもの
4700,subscribe,同意する、署名する、予約［定期］購読する
4701,subscriber,加入者
4702,subscription,予約購読(料)、寄付(金)
4703,subsequent,続いて起こる
4704,subsequently,その後、続いて
4705,subsidize,に補助金[助成金]を支給する
4706,subsidy,補助金、報奨金
4707,subsistence,生存、生計
4708,substance,物質、薬物、本質、中身、要旨、骨子
4709,substantial,相当な、多大な
4710,substitute,"代用する、代用品, 代理人"
4711,subtle,微妙な、かすかな、巧妙な、鋭敏な
4712,subtly,微妙に、かすかに、鋭敏に、ずるく
4713,subtract,減じる、引く
4714,suburb,郊外、周辺、付近
4715,subway,地下鉄壁[米]、地下道[英]
4716,subzero,氷点下の
4717,succeed,成功する、継承する
4718,success,成功
4719,successor,後任、後継者、取って代わるもの、次のもの
4720,suck,吸う、しゃぶる、吸い込む
4721,sudden,突然の
4722,sue,告訴する、訴訟を起こす
4723,suffer,苦しむ、害を受ける
4724,sufferer,苦しむ人、被災者、病人
4725,sufficiency,十分なこと、十分な状態
4726,sufficient,十分な
4727,suffocate,～を窒息させる
4728,suggest,提案する、示唆する
4729,suggestive,暗示的な、連想させる
4730,suicide,自殺、自殺的行為
4731,suit,適する、似合う、適合させる
4732,suitable,適切な
4733,suite,スイートルーム
4734,sulfur,硫黄
4735,sum,合計、金額、要点、要約する
4736,summit,頂上、頂点、首脳会議、首脳
4737,summon,呼び出す、召喚する、命じる、奮い起こす
4738,superb,壮麗な、すばらしい
4739,superficial,表面的な、浅はかな、皮相的な、浅い
4740,superior,よりすぐれた
4741,superiority,優越
4742,supernatural,超自然の
4743,superstition,迷信、偶像礼拝
4744,superstitious,迷信深い、迷信の
4745,supervise,監督〔管理〕する、監視する
4746,supervisor,監督者、指導教員
4747,supplement,補う、補うもの、栄養補助食品
4748,supplementary,補足の、追加の
4749,supply,供給（量）、必需品、を供給する
4750,support,支える、支持する、扶養する、裏付ける
4751,suppose,～だと思う、～だと推測する、もし～だとしたら
4752,supposedly,たぶん、おそらく
4753,suppress,抑える、鎮める、（笑いなど）を我慢する
4754,supreme,最高の、この上ない、究極の
4755,surcharge,追加料金
4756,surf,サーフィンする、（ネット上の情報など）を見て回る
4757,surface,表面、外観
4758,surge,殺到する、こみ上げる、急騰する
4759,surgeon,外科医、軍医
4760,surgery,（外科）手術、外科、外科医学
4761,surpass,超える、勝る、脅威を与える、脅迫する
4762,surplus,余り、余分の、さらなる、さらに進む
4763,surprise,驚き、驚かせること（もの）、を驚かせる
4764,surrender,放棄する、引き渡す、屈する
4765,surround,取り囲む、取り巻く
4766,surrounding,周囲の状況、環境
4767,surveillance,監視、見張り
4768,survey,調査、概観、を調査する、を概説する
4769,survival,生き残ること
4770,survive,生き延びる、切り抜ける、より長生きする
4771,susceptible,影響を受けやすい、感染しやすい
4772,suspect,疑う、～だと思う、容疑をかける
4773,suspend,つるす、一時的に中止する、停職（学）にする、保留する
4774,suspicious,疑わしい
4775,sustain,支える、維持する、耐える、被る
4776,sustainable,持続できる、維持できる
4777,swallow,飲み込む、飲み込むこと、ツバメ
4778,swamp,水浸しにする、に押し寄せる、沼(地)
4779,swap,交換する
4780,swarm,大群
4781,sway,揺れる、傾く、揺り動かす
4782,swear,ののしる、誓う
4783,sweat,汗をかく、汗
4784,sweatshop,搾取工場
4785,sweep,一掃(する)、掃除（する）、殺到する
4786,swell,ふくらむ、腫れる、（数量が）増加する
4787,swerve,急に向きを変える
4788,swift,迅速な、即座の
4789,swing,揺らす、振る、揺れる、（行動に）さっと移る
4790,switch,（仕事・考えなどを）変える、スイッチ、変化
4791,sword,剣、刀、武力、権力、戦争
4792,syllabus,講義一覧表、(講義などの)綱要
4793,symbol,象徴、シンボル、記号、標章
4794,symmetry,（左右）対称、調和
4795,sympathize,同情する
4796,sympathy,同情、共感
4797,symptom,症状、兆候
4798,synchronize,同一時刻にする
4799,syndrome,症候群、行動様式
4800,synonym,類義語、同義語、類義表現
4801,synthesis,合成、総合
4802,synthesize,総合する、合成する、合成して作り出す
4803,synthetic,合成の
4804,system,装置、制度、組織、体系、方法、学説
4805,tablet,タブレット（型情報端末）、錠剤、平板
4806,tackle,〔問題などに〕取り組む
4807,tactical,戦術の
4808,tactics,作戦、方策、戦術、戦法
4809,tag,ついて行く；に付け札をつける；付け札、タグ
4810,tail,しっぽ、後部
4811,tailor,を合わせて作る
4812,taint,汚す
4813,tale,話、うそ
4814,talent,才能、素質、才能のある人
4815,talkative,話好きの、おしゃべりな
4816,tame,飼いならす、柔順な
4817,tan,小麦色、日焼けした色、日焼けさせる
4818,tangible,触れることができる、明白な、具体的な
4819,tap,軽くたたく、（液体）を出す、盗聴する
4820,target,標的、達成目標、ねらう
4821,tariff,関税、運賃、料金表
4822,task,仕事、作業、課題
4823,taste,味、好み、～な味がする、味を見る
4824,tax,税（金）
4825,tear,裂く、引きはがす
4826,tease,からかう、いじめる、じらす
4827,technical,専門の、技術的な
4828,technically,厳密に(言えば)、専門[技術]的に
4829,technique,技術、技法、手法、コツ
4830,technology,科学技術、科学的方法
4831,tedious,うんざりする〔させる〕
4832,teenager,10代の若者
4833,telescope,望遠鏡
4834,temper,気質、気分、かんしゃく、平静な気分、落ち着き
4835,temperament,気質、気性
4836,temperate,穏やかな、節度のある
4837,temperature,温度、体温
4838,temple,寺院、神殿
4839,temporal,時間の、現世の、つかの間の
4840,temporary,一時的な
4841,tempt,誘惑する、～を…する気にさせる、怒らせる
4842,tempting,魅力的な
4843,tenant,賃借人
4844,tend,～する傾向がある（to do）
4845,tender,優しい、同情的な、柔らかい、きゃしゃな
4846,tense,緊張した、硬直した
4847,tension,緊張、不安、緊迫状態、張りの度合い
4848,tentative,仮の，試験的な
4849,term,期間、専門用語、条件、関係
4850,terminal,終点、最終の
4851,terminate,終わらせる、終わる
4852,termite,シロアリ
4853,terrain,地形、地勢
4854,terrible,ひどい、恐ろしい
4855,terrific,すばらしい、ものすごい
4856,terrify,怖がらせる、脅かす
4857,territory,領土、領域
4858,terror,恐怖
4859,terrorism,テロ行為、恐怖政治、恐怖状態
4860,test,テスト、判断基準
4861,testament,あかし、証拠
4862,testify,証言する
4863,testimony,証拠、証明、証言
4864,text,文章、メール、メールを送る
4865,textile,織物、繊維（産業）
4866,texture,感触、手触り、本質、質感
4867,thaw,解凍される、溶ける
4868,theater,劇場、映画館
4869,theft,窃盗（罪）
4870,theme,主題、テーマ、作文（の題）、主題歌
4871,theology,神学、神学体系、教義
4872,theory,学説、理論、原理、推測
4873,therapeutic,治療的な、（心身の）健康によい
4874,therapy,治療、療法
4875,thereby,それによって、それに関して
4876,therefore,したがって
4877,thermal,熱の、熱による、保温用の
4878,thermometer,温度計、体温計
4879,thermostat,自動温度調節装置、サーモスタット
4880,thesis,論文、主題
4881,thick,厚い、太い、濃い
4882,thief,泥棒
4883,thigh,大股
4884,thin,薄い、細い、やせた
4885,thirst,渇き、渇望
4886,thirsty,のどの渇いた、渇望する
4887,thorn,とげ、針
4888,thorough,徹底的な、完全な、全くの、几帳面な
4889,thoroughly,徹底的に
4890,thought,考え、思いつき、思想、思いやり
4891,thoughtful,思いやりのある、思慮〔注意〕深い
4892,thread,糸を通す、糸、筋、脈絡、縫うように進む
4893,threat,脅迫、脅かすもの、悪いきざし
4894,threaten,脅迫する
4895,threshold,出発点、発端、戸口、敷居
4896,thrifty,質素な、やりくりのうまい、繁盛して
4897,thrill,ぞくぞくする[させる]、ぞくぞく[わくわく]すること
4898,thrilled,とてもうれしい
4899,thrive,栄える、うまくやっている、成長する
4900,throne,王位、王権
4901,through,～にもかかわらず、（通例文尾で）でも
4902,throughout,通して、至る所に
4903,throw,～を投げる、催す、捨てる（away/out）
4904,thrust,ぐっと押す、押し付ける、強いる、突く、突き出る
4905,thumb,親指
4906,thus,したがって、だから、このように、次のように
4907,tick,にチェックの印をつける；カチカチと鳴る
4908,tickle,くすぐる
